timestep,demand_el,pv,wind,demand_heat
534,218001.7523291,0.0,0.53922,397172.9815679875
535,216178.6864831,0.0,0.52435,387186.0400585409
536,230527.8300659,0.0,0.49554,404087.0179976042
537,248749.2578128,0.0,0.44619,407928.14934739127
538,262544.558607,0.11674,0.40498,360298.1206100311
539,270362.9726402,0.2322,0.54257,187447.20986961108
540,275204.4816844,0.27641,0.81155,83736.66342535905
541,272536.8055857,0.25711,0.92783,25451.13005203536
542,263541.4756266,0.2089,0.9625,23330.20254769908
543,256756.9014655,0.13572,0.96839,24037.178382477832
544,255275.3720058,0.058979,0.96324,50902.26010407072
545,256766.1321786,0.0035054,0.95253,137153.31194707943
546,273081.4176612,0.0,0.95459,436911.0658932736
547,281259.8295071,0.0,0.96195,737375.7956742465
548,274733.715314,0.0,0.96279,531645.8277536274
549,259203.0404487,0.0,0.95805,430548.2833802648
550,249612.3294918,0.0,0.9366,401562.27415433567
551,250216.9412027,0.0,0.9106,333692.5940155746
552,238890.8561747,0.0,0.86504,411459.9358412383
553,225229.4007211,0.0,0.81083,380352.99911097286
554,215191.0001767,0.0,0.78969,287739.16475495533
555,208291.0421013,0.0,0.79305,275013.5997289376
556,204691.063975,0.0,0.78944,247441.542172566
557,202946.4591907,0.0,0.74833,284911.26141584024
558,197449.5695133,0.0,0.7237,365506.5065806189
559,189681.9244024,0.0,0.73519,356315.820728495
560,193821.8992476,0.0,0.75967,371869.28909362777
561,205757.2113432,0.00032073,0.75674,375404.1682675216
562,219801.7413923,0.12204,0.75671,331571.6665112384
563,231017.0578626,0.22346,0.80033,172502.10368601742
564,242509.2957272,0.24054,0.80029,77060.36599088483
565,242546.2185798,0.19069,0.79045,24260.519950580016
566,234040.1164173,0.16941,0.74929,22238.809954698347
567,227357.0801009,0.12409,0.62488,22912.7132866589
568,225778.6281532,0.064456,0.59529,48521.03990116003
569,228847.8402737,0.004994,0.5899,130737.24640034784
570,248103.1078927,0.0,0.54146,416472.2591516236
571,262198.4068641,0.0,0.4619,702881.1752348599
572,261663.0255017,0.0,0.37984,506775.3056343381
573,252547.6962717,0.0,0.3208,410407.1291639786
574,246160.0427758,0.0,0.34221,382777.09255359584
575,248670.7967511,0.0,0.41383,318082.37268538243
576,237977.0155734,0.0,0.48859,392211.7392010436
577,224024.7926558,0.0,0.54042,362559.9925947791
578,215084.8469755,0.0,0.57731,274278.6561079463
579,211235.6395943,0.0,0.57927,262148.3961326562
580,209758.7254912,0.0,0.52953,235866.1661861946
581,215417.1526487,0.0,0.49879,271583.0427801041
582,227684.7704175,0.0,0.49436,348408.0226236074
583,254979.9891852,0.0,0.4836,339647.27930812025
584,283978.274528,0.0,0.47116,354473.15261125244
585,294935.1310303,0.00027803,0.38892,357842.6692710552
586,299208.9512162,0.11435,0.38261,316060.6626895008
587,304798.148025,0.25583,0.51549,164432.41299837566
588,310405.8062602,0.35596,0.56004,73455.4631837006
589,309284.2746132,0.40084,0.59285,23872.78064698418
590,306976.5963271,0.31861,0.61685,21883.3822597355
591,301664.3209125,0.20156,0.58826,22546.51505548506
592,298655.1084275,0.085011,0.57727,47745.56129396836
593,295327.436339,0.0078999,0.62733,128647.76237541476
594,308370.4340119,0.0,0.63174,409816.06777322845
595,316451.9233697,0.0,0.62305,691647.5059667917
596,312127.3342616,0.0,0.6021,498675.8624036696
597,298433.571312,0.0,0.58387,403847.87261148245
598,286253.6453181,0.0,0.60978,376659.4279857504
599,278610.6148346,0.0,0.63836,312998.6795937926
600,259876.8825083,0.0,0.63287,385943.2871262443
601,245343.1246626,0.0,0.64915,356765.4441132636
602,235780.105845,0.0,0.68347,269895.04787007114
603,231778.591697,0.0,0.69271,257958.65754657905
604,230661.6754065,0.0,0.65726,232096.47851234625
605,233837.0407282,0.0,0.59157,267242.51668707293
606,245181.5871825,0.0,0.54967,342839.6554025228
607,273755.2597207,0.0,0.52746,334218.92905777856
608,304544.3034136,0.0,0.47002,348807.8505642688
609,313895.0158288,0.00090956,0.3337,352123.5145430167
610,315459.6217067,0.13152,0.23876,311009.2812065439
611,318588.8334626,0.25851,0.21154,161804.40216289277
612,320633.4364241,0.31893,0.19134,72281.47473670209
613,318639.6023849,0.31593,0.19374,25933.28305198679
614,318150.3745883,0.2622,0.19313,23772.17613098789
615,315238.0845912,0.17744,0.14044,24492.54510465419
616,311859.6435804,0.084356,0.11048,51866.56610397358
617,309376.5817446,0.0082402,0.1157,139751.58089126216
618,325341.1001277,0.0,0.070239,445188.0257257733
619,331899.5218167,0.0,0.037115,751344.8395339507
620,326845.7063702,0.0,0.023834,541717.4681970574
621,312436.5631519,0.0,0.01433,438704.7049627765
622,299832.0243534,0.0,0.0063603,409169.5770424583
623,294408.9803811,0.0,0.0,340014.1555704935
624,280230.6049915,0.0,0.0,419254.7426737865
625,268466.061089,0.0,0.0,387558.5078324693
626,259272.2707973,0.0,0.0,293190.172282184
627,253124.6158432,0.0,0.0078852,280223.5307561906
628,246820.0387656,0.0,0.0093819,252129.14078320496
629,246395.425961,0.0,0.011306,290308.6963875188
630,255561.5241133,0.0,0.013868,372430.759385477
631,282607.5136261,0.0,0.016044,363065.9627278151
632,314388.858982,0.0,0.017579,378914.0801484737
633,322608.809037,0.0,0.017956,382515.9250168052
634,323490.3421423,0.072897,0.016472,337853.04864949454
635,326227.2485895,0.14703,0.015605,175770.02957457717
636,330044.1484747,0.18543,0.025114,78520.21812962666
637,328982.6164631,0.18826,0.035222,25518.09337293817
638,328904.1554014,0.15363,0.034437,23391.585591859985
639,327039.5513462,0.10141,0.031409,24100.421518886043
640,325631.8675917,0.046302,0.024686,51036.18674587634
641,326231.8639461,0.0039459,0.021278,137514.1698430557
642,345944.0518658,0.0,0.019525,438060.60290210525
643,354570.1532991,0.0,0.019196,739315.871888181
644,348214.8072993,0.0,0.018571,533044.6171235973
645,330944.1430063,0.0,0.017661,431681.0795588707
646,317624.2239391,0.0,0.013528,402618.8065508022
647,310908.8801266,0.0,0.0098721,334570.5575563005
648,295590.5116636,0.0,0.0081141,412542.50952916703
649,280198.2974955,0.0,0.0083792,381353.7287400204
650,270916.8154289,0.0,0.01062,288496.2222996065
651,262798.4032184,0.0,0.01359,275737.1756131374
652,257873.8177559,0.0,0.019258,248092.57445912116
653,256018.4444139,0.0,0.025923,285660.8785915023
654,262789.1725053,0.0,0.029036,366468.17427247314
655,287338.2541126,0.0,0.024058,357253.3072211344
656,316521.1537183,0.0,0.016066,372847.6976157077
657,325502.6376077,0.0019241,0.012451,376391.877250838
658,327371.8570194,0.11252,0.009451,332444.0497752222
659,331793.3686156,0.19273,0.0071942,172955.9661943587
660,337557.9489742,0.20284,0.0073419,77263.11604584056
661,337917.9467868,0.15859,0.0096857,24147.280314088108
662,335121.0407041,0.16008,0.01168,22135.006954580764
663,330242.6088073,0.13537,0.013427,22805.76474108321
664,326236.4793027,0.085105,0.019871,48294.560628176216
665,320254.9771852,0.0099926,0.038788,130127.0105814748
666,330699.529108,0.0,0.059085,414528.31205851247
667,337613.333253,0.0,0.065536,699600.3713220528
668,329434.9214072,0.0,0.055114,504409.8554498405
669,313018.09808,0.0,0.038575,408491.4919799905
670,297935.1128022,0.0,0.026531,380990.4227333902
671,290199.7751873,0.0,0.01888,316597.6752291552
672,272901.4187549,0.0,0.013647,390381.0317444244
673,258524.5830326,0.0,0.0099863,360867.6891383167
674,246621.578433,0.0,0.0073218,272998.4191064961
675,239453.9296765,0.0,0.0,260924.77894945204
676,237649.3252568,0.0,0.0,234765.22527585665
677,238147.7837666,0.0,0.0,270315.3879604863
678,247295.4204926,0.0,0.0,346781.7756217653
679,270746.0472357,0.0,0.0,338061.9243972335
680,300496.6356998,0.0,0.0,352818.5957002873
681,310922.7261963,0.0049051,0.0066516,356172.3846327996
682,314481.1661134,0.092725,0.009744,314585.40186964785
683,316267.3091068,0.17906,0.011895,163664.8999065972
684,317827.2996282,0.22384,0.015142,73112.59872876677
685,315981.1569994,0.22723,0.02137,22960.349369531545
686,310031.9623779,0.18632,0.02972,21046.986922070584
687,304110.4598958,0.12466,0.033554,21684.774404557567
688,300575.0967615,0.05909,0.051754,45920.69873906309
689,298595.1087921,0.0068946,0.10493,123730.77160247556
690,314610.3960974,0.0,0.17512,394152.6641769583
691,319678.0576137,0.0,0.24123,665212.3442339279
692,312228.8721062,0.0,0.27587,479616.1868302145
693,293707.4461821,0.0,0.28748,388412.5768345754
694,282515.2064947,0.0,0.23545,362263.2900526089
695,279155.2269101,0.0,0.16923,301035.6917338581
696,266393.7659881,0.0,0.14274,371192.31480742665
697,253327.6915324,0.0,0.1411,343129.66557799926
698,245020.0497025,0.0,0.15028,259579.50537220383
699,239398.5453976,0.0,0.17212,248099.33068743808
700,237404.7113584,0.0,0.17803,223225.6188704456
701,236527.7936097,0.0,0.17734,257028.355442256
702,231109.364994,0.0,0.17161,329736.12844577245
703,226207.8563144,0.0,0.15902,321444.89117344166
704,236970.8678407,0.0,0.15215,335476.2157881554
705,252021.5456225,0.0082015,0.14196,338665.15320059034
706,268156.8321987,0.15177,0.13472,299122.3292863971
707,273732.1829379,0.24388,0.14259,155620.14572682494
708,277678.3128071,0.24305,0.17271,69518.83559108163
709,276275.2444091,0.17315,0.23283,22741.582298750716
710,267667.6044021,0.19504,0.31592,20846.45044052149
711,261224.5666273,0.182,0.40845,21478.16105993123
712,256586.1332723,0.12705,0.47659,45483.16459750143
713,254712.298504,0.018871,0.52108,122551.86016548998
714,270630.6633214,0.0,0.54901,390397.1627952207
715,283124.4335622,0.0,0.59913,658874.1760443611
716,275038.3288478,0.0,0.66041,475046.3857961261
717,258833.811923,0.0,0.71034,384711.7672205329
718,248850.7956574,0.0,0.72085,358811.6318247335
719,252815.3869529,0.0,0.68153,298167.4123613983
720,243464.6745377,0.0,0.63303,367655.5804964699
721,232355.5112685,0.0,0.60579,339860.3132424413
722,222820.1845904,0.0,0.60688,257106.22209976503
723,215915.6111585,0.0,0.61024,245735.43095038965
724,210321.798993,0.0,0.61096,221098.71679340972
725,205674.1349249,0.0,0.63018,254579.3796221261
726,201303.3922511,0.0,0.69459,326594.3902348367
727,194214.2045562,0.0,0.78286,318382.15218251006
728,197094.1870573,0.0,0.87492,332279.7858095244
729,208194.1196133,0.0075359,0.92146,335438.33890657313
730,223018.644923,0.090774,0.94808,296272.28050316905
731,233509.3504115,0.13736,0.96416,154137.3911359771
732,245703.1224752,0.12269,0.97528,68856.45751566188
733,245015.4343459,0.065891,0.97977,23309.045581541544
734,237104.7131813,0.053691,0.98161,21366.625116413084
735,229290.9145046,0.035276,0.98008,22014.09860478924
736,226992.4669317,0.015884,0.97177,46618.09116308309
737,228201.6903536,0.00028619,0.94985,125609.85674497388
738,248306.1835819,0.0,0.93276,400138.6158164632
739,267261.4530237,0.0,0.93104,675314.8483763287
740,264690.699413,0.0,0.93304,486900.0632588678
741,256369.2115134,0.0,0.93906,394311.3544210778
742,250627.7079377,0.0,0.95022,367764.94139765546
743,256355.3654437,0.0,0.96573,305607.4865135447
744,244466.2069138,0.0,0.97942,376829.5702349217
745,242753.9096256,0.0,0.98686,348340.73674637085
746,235715.490853,0.0,0.98693,263521.7097690947
747,234210.8846105,0.0,0.98256,251867.18697832388
748,232244.7427108,0.0,0.97341,226615.7209316539
749,236403.1789823,0.0,0.95742,260931.8158155901
750,244203.1315892,0.0,0.93298,334743.79349047167
751,272993.7258863,0.0,0.89732,326326.6381415816
752,305093.5308457,0.0,0.86126,340571.054885857
753,316128.8484097,0.010902,0.79369,343808.4223277378
754,320504.2064401,0.12502,0.72486,303665.0660484162
755,324939.5641059,0.2122,0.78548,157983.5311637816
756,327367.2416629,0.23938,0.85623,70574.61023300079
757,326471.8624879,0.21566,0.85352,22673.938224855763
758,325678.0211575,0.20524,0.79117,20784.443372784448
759,322262.6572941,0.16615,0.72938,21414.27499014155
760,319064.2151896,0.10327,0.71853,45347.876449711526
761,313318.0962572,0.017041,0.71877,122187.3337672783
762,324764.1805562,0.0,0.6726,389235.9395266906
763,334714.8893257,0.0,0.63641,656914.3769034599
764,326933.3981451,0.0,0.61022,473633.3762525426
765,311804.2593016,0.0,0.61461,383567.4549704767
766,299739.717222,0.0,0.6464,357744.35865883547
767,291741.3042824,0.0,0.70355,297280.52339255327
768,277189.0850104,0.0,0.74149,366562.0013018349
769,267792.2190295,0.0,0.74369,338849.4101381223
770,262895.3257065,0.0,0.72499,256341.46826434156
771,257255.3599753,0.0,0.69375,245004.49915191365
772,252183.0831025,0.0,0.66858,220441.0660749866
773,253738.4582673,0.0,0.71115,253822.14179491316
774,261718.4097806,0.0,0.78794,325622.9461736231
775,283733.6606297,0.0,0.84225,317435.1351479807
776,313678.0940699,0.0,0.86282,331291.430729837
777,325733.4054363,0.015123,0.84316,334440.5888166225
778,328128.7754973,0.17268,0.79507,295391.028540482
779,332277.9810556,0.25423,0.78963,153678.91463513352
780,337654.8714622,0.23572,0.86378,68651.6462919244
781,339011.7862944,0.14651,0.8781,22425.68945275202
782,341601.0013314,0.18549,0.86207,20556.88199835602
783,340396.3932661,0.18926,0.83731,21179.81781648802
784,338716.4034738,0.1448,0.85284,44851.37890550404
785,335748.7291979,0.026179,0.86073,120849.54871760812
786,345187.133388,0.0,0.8585,384974.3356055763
787,352391.7049971,0.0,0.86204,649722.0583116766
788,343617.9121534,0.0,0.866,468447.7352352644
789,324750.3344865,0.0,0.85806,379367.91324238834
790,307128.903094,0.0,0.83206,353827.5446989764
791,296199.7387311,0.0,0.81018,294025.70615830424
792,280156.7592863,0.0,0.78776,362548.64615282434
793,265858.3846258,0.0,0.75611,335139.4701550163
794,254393.8389005,0.0,0.72315,253534.87797972423
795,247540.0343909,0.0,0.69888,242322.0332533482
796,251407.7031984,0.0,0.67874,218027.5363462002
797,256055.3672665,0.0,0.65061,251043.13470719627
798,259784.5753768,0.0,0.58286,322057.8179742443
799,282552.1293473,0.0,0.49443,313959.65233852825
800,316345.7701686,0.0,0.40681,327664.24033743225
801,328433.389031,0.019753,0.31904,330778.9194280923
802,330796.451596,0.18123,0.24236,292156.89870390826
803,335748.7291979,0.28346,0.13821,151996.33962420817
804,340396.3932661,0.29684,0.073024,67900.00417638807
805,339441.0144556,0.24114,0.040785,22271.35169836519
806,337493.3339822,0.25536,0.024732,20415.405723501422
807,332614.9020854,0.23084,0.020094,21034.054381789345
808,330062.609901,0.16309,0.022274,44542.70339673038
809,326933.3981451,0.032307,0.029868,120017.83970785688
810,336394.879118,0.0,0.036648,382324.8708219358
811,347873.2709129,0.0,0.034023,645250.5505943026
812,337059.4904644,0.0,0.022889,465223.7910325173
813,315505.7752724,0.0,0.015246,376757.0328973445
814,298742.8002024,0.0,0.015589,351392.4379075397
815,288210.5565047,0.0,0.019045,292002.1667118992
816,269190.6720709,0.0,0.021908,360053.5191235706
817,255044.6041772,0.0,0.022479,332832.978158902
818,250960.0136109,0.0,0.021658,251790.00392318427
819,249192.3320437,0.0,0.021813,240654.3280740016
820,247055.4219508,0.0,0.022115,216527.0304007727
821,246330.810969,0.0,0.022573,249315.40929003252
822,253673.8432753,0.0,0.02053,319841.35633485566
823,277636.7745979,0.0,0.016579,311798.9237771127
824,307871.9755021,0.0,0.015174,325409.194259447
825,316078.0794874,0.021348,0.014956,328502.4375508866
826,316581.1533537,0.18544,0.018074,290146.22073703544
827,318090.3749528,0.28811,0.024037,150950.272622253
828,319336.5212273,0.30358,0.033897,67432.7037533835
829,316539.6151446,0.25083,0.049303,22416.866583593863
830,313691.9401396,0.22878,0.062996,20548.79436829437
831,309228.8903343,0.17831,0.063393,21171.485106727538
832,307068.9034585,0.1085,0.063624,44833.733167187725
833,303690.4624477,0.021063,0.090907,120802.00325603358
834,315902.6959376,0.0,0.12707,384822.8763516946
835,330279.5316599,0.0,0.17631,649466.4401857888
836,323287.2664531,0.0,0.23933,468263.4353017384
837,306985.8270402,0.0,0.29941,379218.6597057962
838,292950.5277043,0.0,0.30928,353688.3394300365
839,283885.9673966,0.0,0.31367,293910.0285404529
840,264953.7747376,0.0,0.31615,362406.0097681008
841,251781.5470807,0.0,0.32815,335007.6172770416
842,246409.2720307,0.0,0.3465,253435.13054229727
843,243963.1330475,0.0,0.35013,242226.69725050032
844,244867.7429356,0.0,0.34777,217941.758451607
845,250115.4033582,0.0,0.35842,250944.36758856464
846,256586.1332723,0.0,0.39132,321931.1117699452
847,278832.1519501,0.0,0.44504,313836.1321703141
848,309930.4245333,0.0,0.48987,327535.32841584366
849,318607.2948889,0.023287,0.4427,330648.7821080094
850,317850.3764111,0.1908,0.42267,292041.9563251533
851,321708.8145054,0.33755,0.52629,151936.5401776917
852,323407.265724,0.42508,0.5504,67873.29048921475
853,321782.6602106,0.45064,0.53854,23844.994454235235
854,314919.6249878,0.3687,0.49887,21857.911583048965
855,307908.8983547,0.25054,0.44339,22520.27254011105
856,303215.0807208,0.12627,0.4549,47689.98890847047
857,301045.8631319,0.025977,0.52876,128498.02567004543
858,314878.0867786,0.0,0.57437,409339.0714643716
859,322973.4222062,0.0,0.58519,690842.4782157599
860,313705.7862093,0.0,0.5665,498095.4397106916
861,295461.2816796,0.0,0.53071,403377.8228508128
862,280253.6817743,0.0,0.51686,376221.0236112671
863,274512.1781986,0.0,0.46983,312634.3717333063
864,258247.6616383,0.0,0.40783,385494.07701013633
865,243783.1341412,0.0,0.36922,356350.1948994043
866,234709.3431203,0.0,0.35799,269580.90952427057
867,227518.6175809,0.0,0.34735,257658.4122971529
868,225649.3981692,0.0,0.29147,231826.33497173147
869,224010.9465861,0.0,0.24805,266931.4656960222
870,222404.8024989,0.0,0.22789,342440.6148011004
871,217558.6780982,0.0,0.23205,333829.92235929327
872,227777.0775489,0.0,0.22072,348401.86341465934
873,243150.8302908,0.029238,0.13482,351713.66819996975
874,259203.0404487,0.20231,0.11406,310647.2888621201
875,267542.9897746,0.3653,0.11606,161616.07352314994
876,272204.4999125,0.47523,0.087782,72197.3443197678
877,268724.5210571,0.52337,0.076376,24908.472996194312
878,261473.7958822,0.46465,0.078945,22832.76691317812
879,255575.370183,0.35472,0.088339,23524.668940850188
880,253383.0758112,0.21371,0.13002,49816.945992388624
881,254426.1463965,0.049709,0.22681,134228.99336838047
882,268489.1378719,0.0,0.30367,427595.4531013357
883,280992.1388259,0.0,0.30977,721653.8148619632
884,272495.2673765,0.0,0.28166,520310.32480939233
885,255399.9866333,0.0,0.25736,421368.3348522872
886,245583.1232043,0.0,0.23734,393000.35171773256
887,247660.0336618,0.0,0.20423,326577.7570612144
888,236001.6429605,0.0,0.16083,402686.9801051415
889,221740.1911526,0.0,0.13104,372243.2908875706
890,213178.7047112,0.0,0.11971,281604.1252625302
891,209144.8830671,0.0,0.11041,269149.888764433
892,209620.2647941,0.0,0.10955,242165.7096852225
